Make,Driver,mgr,Acceleration 0-100 km/h,Top speed,ER,Total Power,Total Torque,Drive,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Range,Battery Level (%),Latitude (N),Longitude (E),Speed,Vehicle Status,Pincode,Maintenance Cost,Charge Cost,Dates,Day,Month,Year
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,293.22,70,10.5617,78.2806,89,0,89325,1265,36,21-08-24,21,8,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,373.09,86,13.4076,79.8907,158,1,76763,779,49,20-06-24,20,6,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,374.02,86,11.7746,76.8916,184,0,9243,2033,64,25-08-24,25,8,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,443.87,100,18.6822,79.2689,196,1,10791,1129,83,18-05-24,18,5,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,445.16,100,11.4165,76.0264,155,0,5498,484,80,20-08-24,20,8,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,114.5,34,17.3235,77.6585,86,0,68338,1670,69,27-09-24,27,9,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,161.67,43,14.872,78.7009,46,0,21025,793,53,09-08-24,9,8,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,289.57,69,13.7838,78.0506,133,1,5124,2132,44,22-10-24,22,10,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,373.51,86,17.3399,79.5632,40,0,93401,769,58,01-08-24,1,8,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,405.88,92,18.5076,79.877,176,1,92411,780,92,20-07-24,20,7,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,439.7,99,17.7083,78.5505,182,1,78723,565,19,21-07-24,21,7,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,33.92,18,11.8208,78.9119,164,1,28091,2298,20,10-02-24,10,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,134.84,38,13.1822,79.2852,194,1,18661,1318,47,21-05-24,21,5,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,241.06,59,11.0411,77.8857,145,0,32393,1590,92,15-01-24,15,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,110.46,33,10.7781,77.6431,92,1,78209,724,39,23-03-24,23,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,273.96,66,16.3619,79.07,131,0,65486,1008,19,16-01-24,16,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,76.49,26,13.3575,79.6894,191,0,76555,1610,52,05-03-24,5,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,353.98,82,10.114,78.3861,42,1,19216,595,35,15-02-24,15,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,213.94,54,14.1965,79.3061,72,0,1908,2303,100,18-04-24,18,4,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,121.51,35,17.8873,79.0095,148,0,49036,866,46,11-05-24,11,5,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,69.65,25,12.2558,79.6079,53,1,18238,1146,61,14-04-24,14,4,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,300.23,71,17.9919,76.0048,58,1,64569,585,93,26-10-24,26,10,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,290.94,69,10.2008,78.7142,179,1,9077,2104,70,13-02-24,13,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,405.72,92,11.0473,77.6827,64,0,59375,1685,75,23-02-24,23,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,283.19,68,18.8793,78.7906,135,0,76144,2242,60,02-05-24,2,5,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,155.57,42,10.75,79.7537,145,1,21739,1798,39,14-10-24,14,10,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,353.9,82,16.0732,77.0181,112,0,74699,423,53,24-08-24,24,8,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,158.23,43,19.744,78.3932,53,1,94156,1103,64,15-06-24,15,6,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,269.65,65,14.0928,78.1749,59,0,62831,2354,99,21-10-24,21,10,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,209.32,53,12.974,78.0902,164,0,64322,1877,81,16-08-24,16,8,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,293.16,70,16.2509,77.0452,73,0,74425,465,94,06-01-24,6,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,260.35,63,12.0695,78.4475,198,0,69163,1257,38,12-09-24,12,9,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,338.84,79,14.7357,76.8148,67,1,86540,1390,97,29-03-24,29,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,268.78,65,15.7122,78.6247,92,1,33567,648,96,12-03-24,12,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,355.96,82,11.9273,78.0726,44,1,42116,1820,18,05-02-24,5,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,140.93,39,10.7837,79.1358,119,1,59990,2186,46,22-02-24,22,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,108.74,33,11.4788,78.6961,200,1,95397,1187,94,06-09-24,6,9,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,111.83,33,17.271,79.9026,106,0,38434,2194,68,18-05-24,18,5,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,146.36,40,10.8703,77.1037,52,0,92539,2479,57,29-03-24,29,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,128.3,37,15.5636,77.5977,42,1,47507,1299,76,16-10-24,16,10,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,406.27,92,15.5205,78.6786,57,1,70642,1789,11,21-05-24,21,5,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,431.65,97,19.6483,76.9052,178,0,82121,2377,59,23-02-24,23,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,396.67,90,16.1824,79.1736,64,1,25444,1869,35,29-02-24,29,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,55.1,22,16.8081,77.0006,61,0,8217,1468,74,11-08-24,11,8,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,253.97,62,13.3787,79.4481,44,0,22599,866,61,14-02-24,14,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,411.97,93,16.8485,76.8815,52,1,66501,1456,82,08-02-24,8,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,305.77,72,10.6562,78.9846,157,0,41003,1241,32,15-10-24,15,10,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,234.08,58,14.0339,76.7607,76,0,79342,1043,65,31-07-24,31,7,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,429.12,97,15.6867,76.9682,104,1,63855,2472,94,31-01-24,31,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,130.17,37,11.7374,77.0616,79,0,41401,2441,33,17-01-24,17,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,173.72,46,12.0073,79.3398,60,0,97567,1031,82,08-02-24,8,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,298.06,71,10.3307,77.4241,149,0,36466,1770,60,25-04-24,25,4,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,254.2,62,13.9694,76.0265,135,1,97883,426,90,26-01-24,26,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,440.46,99,17.7983,77.6927,112,1,84829,2156,67,28-05-24,28,5,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,405.38,92,12.1432,79.7586,31,1,51456,2093,31,28-01-24,28,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,108.91,33,18.6463,76.4815,187,0,88040,996,13,02-09-24,2,9,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,440.34,99,11.3231,78.6964,114,1,68584,1785,96,06-09-24,6,9,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,228.62,57,18.9548,77.3724,190,1,29011,636,42,22-03-24,22,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,429.78,97,15.2064,77.4603,135,1,85963,1684,95,03-06-24,3,6,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,343.35,80,10.0735,78.2856,106,1,46373,1545,69,27-02-24,27,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,250.05,61,18.3938,79.2568,172,1,24300,2227,80,06-02-24,6,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,141.45,39,13.3628,79.2001,120,1,59825,1635,45,07-01-24,7,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,81.97,27,16.5147,79.5731,126,1,14405,1562,32,24-01-24,24,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,413.58,94,14.041,76.1908,77,1,86677,495,95,21-03-24,21,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,98.67,31,13.1959,76.3959,182,1,61969,514,11,02-07-24,2,7,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,116.13,34,14.9737,77.0172,110,1,39956,1644,29,16-04-24,16,4,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,278.54,67,18.1601,79.2401,125,0,4277,2478,78,10-01-24,10,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,301.37,71,16.8632,77.4044,85,0,13959,595,99,08-01-24,8,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,164.72,44,13.585,78.5995,58,1,31849,421,92,27-07-24,27,7,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,361.29,83,13.0019,78.1538,125,1,93980,2256,94,11-05-24,11,5,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,170.6,45,11.6999,79.9175,39,1,97237,1788,94,13-01-24,13,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,215.38,54,16.5761,77.1384,81,1,44378,1367,23,11-10-24,11,10,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,140.41,39,12.9378,78.0418,143,1,27825,1834,98,11-02-24,11,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,431.99,97,14.6376,77.2539,82,0,56024,777,13,18-02-24,18,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,85.91,28,15.8031,77.5818,163,1,5002,2350,97,28-07-24,28,7,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,93.84,30,14.7222,79.1239,31,0,23481,2227,18,26-09-24,26,9,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,191.39,49,15.2984,77.8012,52,0,82603,2017,31,29-03-24,29,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,108.56,33,11.5078,76.5002,41,1,44920,2134,63,16-02-24,16,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,294.21,70,19.9235,76.9385,56,1,80027,2202,75,29-03-24,29,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,158.62,43,19.8719,78.9755,198,0,79872,2107,51,11-10-24,11,10,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,304.69,72,18.9285,78.999,109,0,99429,1067,51,19-09-24,19,9,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,239.51,59,19.8665,76.8423,35,0,99484,991,81,17-05-24,17,5,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,270.14,65,10.8081,77.8927,83,1,98085,2274,36,10-05-24,10,5,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,161.25,43,17.7354,76.3372,111,0,90792,1042,23,31-01-24,31,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,433.99,98,17.7975,78.9504,68,0,64871,851,11,08-06-24,8,6,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,105.45,32,14.2941,78.107,59,0,17267,1586,50,01-01-24,1,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,200.58,51,14.774,76.1406,189,0,45655,1027,59,31-03-24,31,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,106.87,32,15.3378,79.6611,161,0,98042,1921,68,12-08-24,12,8,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,18.39,15,17.5685,79.7394,119,1,34644,1604,45,27-07-24,27,7,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,155.75,42,17.336,78.1572,66,0,36951,982,15,07-03-24,7,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,88.6,29,13.0612,78.5591,109,0,77275,1149,73,07-09-24,7,9,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,96.68,30,14.5593,76.9085,143,0,33397,1828,31,01-06-24,1,6,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,285.92,68,14.3367,77.6488,37,0,92311,2110,86,23-03-24,23,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,383.09,88,12.1119,79.0635,191,0,73156,2239,50,02-04-24,2,4,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,70.63,25,10.4824,78.5013,54,1,546,501,85,19-04-24,19,4,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,61.53,23,11.236,78.4529,194,0,23402,748,39,05-02-24,5,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,320.31,75,15.2031,76.5465,123,0,74049,1136,89,01-08-24,1,8,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,84.41,28,19.7312,77.7537,152,1,56952,2190,40,21-03-24,21,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,105.69,32,11.6037,76.0589,102,1,5389,498,52,19-09-24,19,9,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,46.2,20,15.4814,76.8688,119,1,98692,1699,27,26-03-24,26,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,429.25,97,12.3451,77.4856,160,1,87575,869,15,28-10-24,28,10,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,309.69,73,10.7505,78.1728,107,0,27691,1031,53,13-09-24,13,9,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,143.69,40,19.7729,76.0505,135,0,19248,1732,95,02-09-24,2,9,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,213.75,54,18.1318,77.5392,92,0,98680,639,99,04-04-24,4,4,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,321.81,75,16.7677,76.7967,128,0,6686,1710,76,25-03-24,25,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,38.78,19,11.159,76.3758,117,1,44891,2090,33,13-04-24,13,4,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,95.26,30,12.6831,78.1983,74,1,81455,2419,91,25-03-24,25,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,293.88,70,13.7262,77.9249,49,1,86350,2466,36,29-02-24,29,2,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,334.98,78,14.7825,77.7366,113,0,15248,2067,40,30-04-24,30,4,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,296.03,70,18.4435,78.3243,47,0,66910,1502,35,27-10-24,27,10,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,68.99,25,17.7916,78.7438,195,1,12068,743,46,13-07-24,13,7,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,438.13,99,18.6258,79.8786,45,0,6317,1233,67,26-06-24,26,6,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,204.05,52,18.7995,79.0382,53,1,63427,983,91,26-03-24,26,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,406.46,92,14.8308,76.6157,178,1,76875,1404,71,03-01-24,3,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,298.84,71,14.4069,77.9514,67,0,93780,571,60,29-09-24,29,9,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,295.46,70,17.4362,78.9328,129,1,27453,646,74,25-10-24,25,10,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,196.14,50,17.2377,76.0854,187,1,46836,2375,88,14-07-24,14,7,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,426.25,96,12.2398,77.5111,177,1,12607,1519,65,27-06-24,27,6,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,406.6,92,11.4865,77.8736,179,1,90796,767,80,14-09-24,14,9,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,429.11,97,15.0557,77.7975,105,0,70049,1263,68,01-09-24,1,9,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,263.53,64,11.654,77.8163,170,1,67450,1803,81,17-01-24,17,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,300.51,71,18.171,77.2828,90,0,16469,2283,29,05-03-24,5,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,36.48,18,15.491,78.6356,199,0,87225,732,72,16-05-24,16,5,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,333.37,78,17.9178,79.7512,151,0,41319,526,92,30-01-24,30,1,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,106.41,32,17.1666,76.0523,34,1,28115,438,100,14-10-24,14,10,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,306.58,72,14.5253,78.623,154,0,89313,481,91,02-03-24,2,3,24
BMW,praneetha,Oliver,5.7,190,470,250,430,Rear,83,4783,1852,1448,2856,2605,555,470,5,298.18,71,16.5891,79.3283,141,0,33764,1865,57,09-04-24,9,4,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,240.8,59,13.0187,77.6368,40,1,92154,1790,73,31-05-24,31,5,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,278.52,67,14.2923,78.6886,79,1,24483,1617,74,03-05-24,3,5,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,218.26,55,10.9518,79.567,198,0,64125,1325,31,10-02-24,10,2,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,434.64,98,14.4507,76.0174,172,1,56969,675,96,23-01-24,23,1,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,81.32,27,10.8933,78.7673,200,1,6642,1628,18,09-10-24,9,10,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,281.33,67,18.745,79.5256,159,1,51466,2256,34,15-09-24,15,9,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,63.65,24,10.6841,78.7701,70,0,60078,1164,98,03-07-24,3,7,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,40.32,19,13.5154,76.8694,174,1,34428,2080,65,26-01-24,26,1,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,60.5,23,17.9108,78.8575,84,0,70478,663,45,24-05-24,24,5,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,33.12,18,11.8865,79.7707,162,1,30496,513,78,12-02-24,12,2,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,46.56,20,13.9175,78.8405,64,0,37481,1405,67,22-10-24,22,10,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,353.63,82,18.8872,76.2123,171,0,66351,1517,38,16-01-24,16,1,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,411.95,93,15.4636,76.2481,39,0,64647,2390,52,27-01-24,27,1,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,259.38,63,11.7277,79.1374,147,0,84274,481,49,11-04-24,11,4,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,414.59,94,14.7101,76.816,121,0,34373,626,18,28-05-24,28,5,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,311.78,73,12.8649,77.5555,106,1,62188,975,90,22-01-24,22,1,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,444.67,100,17.6711,79.1873,176,0,62511,858,42,12-08-24,12,8,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,120.88,35,11.5268,77.6663,113,1,31267,769,53,01-02-24,1,2,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,424.99,96,13.2675,76.8123,182,1,42546,1366,86,08-04-24,8,4,24
Volkswagen,sahithya,Tarun Dhull,7.9,160,450,150,310,Rear,82,4261,1802,1568,2771,2300,447,385,5,309.83,73,16.4984,77.7723,39,1,87569,990,22,02-07-24,2,7,24
